uuid,Timestamp,DNI_Value,water_temp_into_solar,water_temp_out_of_solar,energy_captured_by_solar,solar_efficiency,water_flow_rate,percent_water_pump_flow_rate_used,current_average_water_temp_in_water_container,current_thermal_energy_in_water_container,average_temp_of_water_sent_out_of_water_container,energy_sent_out_of_water_container,volume_of_water_sent_out_of_water_container,energy_consumed_by_heater,energy_absorbed_from_pipes
very_secure_uuid_2,2003-03-20T20:00,362.85499999999996,57.49419643916626,60.76162786828686,1763475.2999999996,0.15,2.5798901759999997,0.1289945088,50,41840000,65,9518600,35,-2287499.155215422,1498954.0049999994,0
very_secure_uuid_2,2003-03-20T21:00,57.775,50,50.433542900096555,280786.50000000006,0.15,1.8059231231999997,0.09029615615999999,50,41840000,50,2092000,10,-3202699.7939999998,238668.52499999973,0
very_secure_uuid_2,2003-03-20T22:00,0.0,50,50.0,0.0,0.15,1.2641461862399996,0.06320730931199998,50,41840000,50,2092000,10,-3514560.0,0.0,0
very_secure_uuid_2,2003-03-20T23:00,0.0,50,50.0,0.0,0.15,0.8849023303679997,0.044245116518399984,50,41840000,50,0,0,-1115733.3333333333,0.0,0
very_secure_uuid_2,2003-03-21T00:00,0.0,50,50.0,0.0,0.15,0.6194316312575997,0.030971581562879984,50,41840000,50,0,0,-1115733.3333333333,0.0,0
very_secure_uuid_2,2003-03-21T01:00,0.0,50,50.0,0.0,0.15,0.5,0.025,49.0,41003200.0,0,0,0,-1115733.3333333333,0.0,0
very_secure_uuid_2,2003-03-21T02:00,0.0,49.0,49.0,0.0,0.15,0.5,0.025,48.019999999999996,40183136.0,0,0,0,-1115733.3333333333,0.0,0
very_secure_uuid_2,2003-03-21T03:00,0.0,48.019999999999996,48.019999999999996,0.0,0.15,0.5,0.025,47.0596,39379473.28,0,0,0,-1115733.3333333333,0.0,0
very_secure_uuid_2,2003-03-21T04:00,0.0,47.0596,47.0596,0.0,0.15,0.5,0.025,46.118408,38591883.8144,0,0,0,-1115733.3333333333,0.0,0
very_secure_uuid_2,2003-03-21T05:00,0.0,46.118408,46.118408,0.0,0.15,0.5,0.025,45.196039840000005,37820046.138112,0,0,0,-1115733.3333333333,0.0,0
very_secure_uuid_2,2003-03-21T06:00,0.0,45.196039840000005,45.196039840000005,0.0,0.15,0.5,0.025,44.2921190432,37063645.21534976,0,0,0,-1115733.3333333333,0.0,0
very_secure_uuid_2,2003-03-21T07:00,0.0,44.2921190432,44.2921190432,0.0,0.15,0.5,0.025,43.40627666233601,36322372.31104278,0,0,0,-1115733.3333333333,0.0,0
very_secure_uuid_2,2003-03-21T08:00,0.0,43.40627666233601,43.40627666233601,0.0,0.15,0.5,0.025,50,41840000,38,8744560,55,-17837060.180237453,0.0,0
very_secure_uuid_2,2003-03-21T09:00,0.0,50,50.0,0.0,0.15,0.5,0.025,50,41840000,50,2092000,10,-3514560.0,0.0,0
very_secure_uuid_2,2003-03-21T10:00,228.225,50,58.836627629063095,1109173.5,0.15,0.6,0.03,50,41840000,50,2092000,10,-2282637.9660000005,942797.4749999997,0
very_secure_uuid_2,2003-03-21T11:00,403.605,50,63.02262786806884,1961520.3,0.15,0.72,0.036,50,41840000,30,2510400,20,-1503324.786800007,1667292.2550000004,0
very_secure_uuid_2,2003-03-21T12:00,507.53999999999996,50,63.64680927342256,2466644.4,0.15,0.864,0.0432,51.45544309894838,43057914.78520001,50,0,0,0,2096647.7399999998,0
very_secure_uuid_2,2003-03-21T13:00,560.8,51.45544309894838,64.02116967638624,2725487.9999999995,0.15,1.0368,0.05184,53.139445498919684,44467087.99349599,15,3765600,60,0,2316664.7999999993,0
very_secure_uuid_2,2003-03-21T14:00,583.1450000000001,53.139445498919684,64.02811737391968,2834084.7000000007,0.15,1.24416,0.062208,54.897871401441286,45938538.78872607,50,0,0,0,2408971.9949999996,0
very_secure_uuid_2,2003-03-21T15:00,600.1,54.897871401441286,64.2355889962469,2916486.0000000005,0.15,1.4929919999999999,0.0746496,56.703155892628516,47449200.850951545,50,0,0,0,2479013.1000000024,0
very_secure_uuid_2,2003-03-21T16:00,566.07,56.703155892628516,64.04332391864031,2751100.1999999997,0.15,1.7915903999999998,0.08957952,58.307699928934646,48791883.30053251,50,1046000,5,0,2338435.1700000013,0
very_secure_uuid_2,2003-03-21T17:00,527.335,58.307699928934646,64.00594617939385,2562848.1,0.15,2.1499084799999997,0.10749542399999998,59.692755857817716,49950898.10182187,50,2092000,10,0,2178420.884999999,0
very_secure_uuid_2,2003-03-21T18:00,523.26,59.692755857817716,64.40459989910596,2543043.5999999996,0.15,2.1499084799999997,0.10749542399999998,61.03039610251604,51070235.458585426,50,2092000,10,0,2161587.0600000015,0
very_secure_uuid_2,2003-03-21T19:00,489.3500000000001,61.03039610251604,65.43688786875921,2378241.0000000005,0.15,2.1499084799999997,0.10749542399999998,62.17722932888829,52029905.50241372,50,2092000,10,0,2021504.8500000008,0
very_secure_uuid_2,2003-03-21T20:00,379.505,62.17722932888829,65.59459043596526,1844394.2999999998,0.15,2.1499084799999997,0.10749542399999998,62.769703446779936,52525687.844265446,65,9518600,35,0,1567735.1550000014,0
very_secure_uuid_2,2003-03-21T21:00,61.29,62.769703446779936,63.3216067477977,297869.39999999997,0.15,1.5049359359999996,0.07524679679999999,61.81082612043516,51723299.29758014,50,2092000,10,0,253188.99000000017,0
very_secure_uuid_2,2003-03-21T22:00,0.0,61.81082612043516,61.81082612043516,0.0,0.15,1.0534551551999998,0.05267275775999999,60.57460959802645,50688833.31162853,50,2092000,10,0,0.0,0
very_secure_uuid_2,2003-03-21T23:00,0.0,60.57460959802645,60.57460959802645,0.0,0.15,0.7374186086399998,0.03687093043199999,59.36311740606591,49675056.64539596,50,0,0,0,0.0,0
very_secure_uuid_2,2003-03-22T00:00,0.0,59.36311740606591,59.36311740606591,0.0,0.15,0.5161930260479998,0.02580965130239999,58.175855057944595,48681555.51248804,50,0,0,0,0.0,0
very_secure_uuid_2,2003-03-22T01:00,0.0,58.175855057944595,58.175855057944595,0.0,0.15,0.5,0.025,57.0123379567857,47707924.40223828,0,0,0,0,0.0,0
